geoid_5_digit,contested_project_total,mw_wind_contested,mw_solar_contested,battery_storage,hydropower,pumped_storage,solar,solar_thermal,transmission_line,wind,GEO_ID.x,NAME.x,median_income,GEO_ID.y,NAME.y,population,B01003_001M,...5,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_name,state_name,state_geography_id,geography_id,utility_pv,land_based_wind,csp,residential_pv,commercial_pv,distributed_wind,density,solar_normalized,wind_normalized,solar_mw_normalized,wind_mw_normalized,solar_and_wind_normalized,solar_and_wind_mw_normalized
31155,1,0,81,NA,NA,0,1,0,0,0,0500000US31155,"Saunders County, Nebraska",84474,0500000US31155,"Saunders County, Nebraska",22374,*****,NA,NE,31155,835899,Saunders County,1939132563,28792403,748.703,11.117,41.222966,-96.642696,Saunders,Nebraska,G31,G3101550,84386133.89,6852632,75259009.73,62898,84607.74,15290175.13,29.883678841944004,1.1850288120836672e-8,0,9.598733377877706e-7,0,1.1850288120836672e-8,9.598733377877706e-7
31185,1,0,310,NA,NA,0,1,0,0,0,0500000US31185,"York County, Nebraska",72914,0500000US31185,"York County, Nebraska",14212,*****,NA,NE,31185,835914,York County,1482809122,8579992,572.516,3.313,40.873056,-97.596742,York,Nebraska,G31,G3101850,77145555.51,8866152.04,143143848.5,41178.7,50496.21,8922988.45,24.82376038398927,1.2962509549501849e-8,0,4.018377960345573e-6,0,1.2962509549501849e-8,4.018377960345573e-6
32001,1,0,0,NA,NA,0,0,1,0,0,0500000US32001,"Churchill County, Nevada",69922,0500000US32001,"Churchill County, Nevada",25409,*****,NA,NV,32001,858638,Churchill County,12820847800,190742991,4950.157,73.646,39.53771,-118.264166,Churchill,Nevada,G32,G3200010,368039774.2,38542378.15,570538393.3,46482.01,179520.43,3367263.47,5.132968509887666,0,0,0,0,0,0
32003,6,700,1250,NA,NA,0,3,0,0,3,0500000US32003,"Clark County, Nevada",69911,0500000US32003,"Clark County, Nevada",2265926,*****,NA,NV,32003,863600,Clark County,20439308560,438384090,7891.661,169.261,36.21413,-115.014398,Clark,Nevada,G32,G3200030,236094097.6,39214615.54,300565571.9,2321937.31,5661886.52,18647979.01,287.12916076856317,1.270679796952281e-8,7.650208879237683e-8,5.294499153967837e-6,1.7850487384887925e-5,8.920888676189964e-8,2.3144986538855762e-5
32023,2,0,3800,NA,NA,0,2,0,0,0,0500000US32023,"Nye County, Nevada",53602,0500000US32023,"Nye County, Nevada",51698,*****,NA,NV,32023,863599,Nye County,47090939240,43207981,18181.914,16.683,37.965864,-116.459011,Nye,Nevada,G32,G3200230,1096347315,208068501.6,2221587959,82869.33,118396.64,8742177.67,2.8433750154136685,1.8242394290900416e-9,0,3.466054915271079e-6,0,1.8242394290900416e-9,3.466054915271079e-6
32031,2,0,0,NA,NA,0,0,1,0,1,0500000US32031,"Washoe County, Nevada",81531,0500000US32031,"Washoe County, Nevada",486674,*****,NA,NV,32031,858608,Washoe County,16358036307,582745905,6315.873,224.999,40.73132,-119.663269,Washoe,Nevada,G32,G3200310,269166398,36694493.41,416998848,596628.14,1705293.28,11844395.1,77.05569760506584,0,2.7252045390752815e-8,0,0,2.7252045390752815e-8,0
32033,1,152,0,NA,NA,0,0,0,0,1,0500000US32033,"White Pine County, Nevada",71297,0500000US32033,"White Pine County, Nevada",8997,*****,NA,NV,32033,858615,White Pine County,23016356487,23426584,8886.665,9.045,39.418176,-114.900565,White Pine,Nevada,G32,G3200330,548049940.9,97644112.79,899825106.4,21661.36,50070.8,3149168.47,1.0124157937764053,0,1.0241272836905869e-8,0,1.556673471209692e-6,1.0241272836905869e-8,1.556673471209692e-6
32510,1,0,850,NA,NA,0,1,0,0,0,0500000US32510,"Carson City, Nevada",67465,0500000US32510,"Carson City, Nevada",58249,*****,NA,NV,32510,863219,Carson City,374341370,32594082,144.534,12.585,39.15306,-119.747368,Carson City,Nevada,G32,G3205100,1004195.36,823477.26,0,65102.47,268449.69,1161482.27,403.0124399795204,9.958221675113099e-7,0,8.464488423846133e-4,0,9.958221675113099e-7,8.464488423846133e-4
33007,1,99,0,NA,NA,0,0,0,0,1,0500000US33007,"Coos County, New Hampshire",55247,0500000US33007,"Coos County, New Hampshire",31430,*****,NA,NH,33007,873177,Coos County,4647924493,92541532,1794.574,35.73,44.652548,-71.289431,Coos,New Hampshire,G33,G3300070,9311014.92,14690656.8,0,47975.37,137919.59,12141713.93,17.513905807172062,0,6.807047592317315e-8,0,6.738977116394142e-6,6.807047592317315e-8,6.738977116394142e-6
33009,1,9,0,NA,NA,0,0,0,0,1,0500000US33009,"Grafton County, New Hampshire",79949,0500000US33009,"Grafton County, New Hampshire",90836,*****,NA,NH,33009,873178,Grafton County,4425249955,106463890,1708.599,41.106,43.926439,-71.842424,Grafton,New Hampshire,G33,G3300090,3473629.11,10696783.03,0,122752.52,310019.76,17640930.38,53.164025028693104,0,9.3486050637413e-8,0,8.413744557367171e-7,9.3486050637413e-8,8.413744557367171e-7
33011,1,29,0,NA,NA,0,0,0,0,1,0500000US33011,"Hillsborough County, New Hampshire",95112,0500000US33011,"Hillsborough County, New Hampshire",422733,*****,NA,NH,33011,873179,Hillsborough County,2270221473,41290396,876.537,15.942,42.911532,-71.723055,Hillsborough,New Hampshire,G33,G3300110,13216405.03,2560805.41,0,544850.09,856479.4,11296653.24,482.2762758446021,0,3.905021428395061e-7,0,1.1324562142345677e-5,3.905021428395061e-7,1.1324562142345677e-5
33013,1,0,10,NA,NA,0,1,0,0,0,0500000US33013,"Merrimack County, New Hampshire",88806,0500000US33013,"Merrimack County, New Hampshire",153918,*****,NA,NH,33013,873180,Merrimack County,2416176927,57199007,932.891,22.085,43.299579,-71.680041,Merrimack,New Hampshire,G33,G3300130,11409075.44,3498642.63,0,206824.45,431578.86,11580044.12,164.99033649161586,8.76495212306178e-8,0,8.764952123061779e-7,0,8.76495212306178e-8,8.764952123061779e-7
34009,2,1100,0,NA,NA,0,0,0,0,2,0500000US34009,"Cape May County, New Jersey",83870,0500000US34009,"Cape May County, New Jersey",95456,*****,NA,NJ,34009,882274,Cape May County,651437187,955149827,251.521,368.785,39.085841,-74.846354,Cape May,New Jersey,G34,G3400090,10607422.28,12366.14,0,217353.31,354613.22,3470501.63,379.5150305541088,0,1.6173195516143275e-4,0,0.08895257533878802,1.6173195516143275e-4,0.08895257533878802
34029,2,0,21,NA,NA,0,1,0,0,1,0500000US34029,"Ocean County, New Jersey",82379,0500000US34029,"Ocean County, New Jersey",638691,*****,NA,NJ,34029,882279,Ocean County,1627264184,742150453,628.29,286.546,39.865669,-74.258864,Ocean,New Jersey,G34,G3400290,27703188.88,1378471.48,0,1283730.11,930867.05,5832417.92,1016.5544573365803,3.60969274812236e-8,7.254411966506555e-7,7.580354771056956e-7,0,7.615381241318791e-7,7.580354771056956e-7
34035,1,0,13.2,NA,NA,0,1,0,0,0,0500000US34035,"Somerset County, New Jersey",131948,0500000US34035,"Somerset County, New Jersey",344978,*****,NA,NJ,34035,882234,Somerset County,781832066,7993021,301.867,3.086,40.565527,-74.619938,Somerset,New Jersey,G34,G3400350,9816760.54,79031.64,0,523049.32,921052.73,3182271.2,1142.8145507789854,1.0186659804172019e-7,0,1.3446390941507066e-6,0,1.0186659804172019e-7,1.3446390941507066e-6
35005,4,0,15,NA,NA,0,4,0,0,0,0500000US35005,"Chaves County, New Mexico",49673,0500000US35005,"Chaves County, New Mexico",64701,*****,NA,NM,35005,1702364,Chaves County,15713917209,20469858,6067.178,7.903,33.361604,-104.469837,Chaves,New Mexico,G35,G3500050,831318002,109672058.5,1682751016,173267.44,327076.26,7658127.28,10.664101168615788,4.8116364500428565e-9,0,1.804363668766071e-8,0,4.8116364500428565e-9,1.804363668766071e-8
35029,1,0,5,NA,NA,0,1,0,0,0,0500000US35029,"Luna County, New Mexico",38241,0500000US35029,"Luna County, New Mexico",25393,*****,NA,NM,35029,933057,Luna County,7679773820,433660,2965.177,0.167,32.184523,-107.747191,Luna,New Mexico,G35,G3500290,462589740,41830340.86,1085806039,47744.16,49263.31,8898187.84,8.56373835356203,2.1617427139650786e-9,0,1.0808713569825392e-8,0,2.1617427139650786e-9,1.0808713569825392e-8
35049,1,0,96,NA,NA,0,1,0,0,0,0500000US35049,"Santa Fe County, New Mexico",70522,0500000US35049,"Santa Fe County, New Mexico",154481,*****,NA,NM,35049,933322,Santa Fe County,4947861289,2643021,1910.38,1.02,35.514531,-105.963972,Santa Fe,New Mexico,G35,G3500490,142752240.2,18893543.66,190692825,473778.66,238004.67,14325294.55,80.86401658308817,7.0051440075404164e-9,0,6.724938247238799e-7,0,7.0051440075404164e-9,6.724938247238799e-7
36003,1,340,0,NA,NA,0,0,0,0,1,0500000US36003,"Allegany County, New York",58725,0500000US36003,"Allegany County, New York",47222,*****,NA,NY,36003,974100,Allegany County,2666410173,12989704,1029.507,5.015,42.247853,-78.026153,Allegany,New York,G36,G3600030,14197938.06,9932834.13,0,92111.33,124843.26,18208466.77,45.868556503258354,0,1.0067620045921374e-7,0,3.422990815613267e-5,1.0067620045921374e-7,3.422990815613267e-5
36007,1,125,0,NA,NA,0,0,0,0,1,0500000US36007,"Broome County, New York",58317,0500000US36007,"Broome County, New York",198365,*****,NA,NY,36007,974102,Broome County,1827626589,25078245,705.651,9.683,42.161977,-75.830283,Broome,New York,G36,G3600070,2789582.18,4097848.32,0,335397.1,265063.36,10122382.53,281.1092168791655,0,2.440305062340619e-7,0,3.0503813279257737e-5,2.440305062340619e-7,3.0503813279257737e-5
36009,1,58,0,NA,NA,0,0,0,0,1,0500000US36009,"Cattaraugus County, New York",56889,0500000US36009,"Cattaraugus County, New York",77000,*****,NA,NY,36009,974103,Cattaraugus County,3388177068,36783591,1308.183,14.202,42.239099,-78.662332,Cattaraugus,New York,G36,G3600090,23105063.71,12792388.64,0,141671.46,220989.66,19501907.12,58.86026649176759,0,7.817148369563606e-8,0,4.533946054346892e-6,7.817148369563606e-8,4.533946054346892e-6
36011,1,0,200,NA,NA,0,1,0,0,0,0500000US36011,"Cayuga County, New York",63227,0500000US36011,"Cayuga County, New York",76171,*****,NA,NY,36011,974104,Cayuga County,1791207571,445691131,691.589,172.082,43.008546,-76.574587,Cayuga,New York,G36,G3600110,40672868.04,2327410.89,0,139553.01,166345.47,14981239.04,110.13911441622119,2.4586414683531622e-8,0,4.917282936706324e-6,0,2.4586414683531622e-8,4.917282936706324e-6
36013,2,133,0,NA,NA,0,0,0,0,2,0500000US36013,"Chautauqua County, New York",54625,0500000US36013,"Chautauqua County, New York",127440,*****,NA,NY,36013,974105,Chautauqua County,2746450221,1139029655,1060.41,439.782,42.304216,-79.407595,Chautauqua,New York,G36,G3600130,46188766.62,7652782.21,0,236543.16,422300.72,21291965.25,120.17993040427758,0,2.613428613434956e-7,0,1.737930027934246e-5,2.613428613434956e-7,1.737930027934246e-5
36021,1,0,40,NA,NA,0,1,0,0,0,0500000US36021,"Columbia County, New York",81741,0500000US36021,"Columbia County, New York",61469,*****,NA,NY,36021,974109,Columbia County,1643770715,35071400,634.663,13.541,42.247696,-73.626718,Columbia,New York,G36,G3600210,15741602.88,1336389.5,0,116568.59,154950.02,9778927.02,96.85297551614006,6.352593237315868e-8,0,2.5410372949263473e-6,0,6.352593237315868e-8,2.5410372949263473e-6
36027,1,0,5,NA,NA,0,1,0,0,0,0500000US36027,"Dutchess County, New York",94578,0500000US36027,"Dutchess County, New York",296467,*****,NA,NY,36027,974112,Dutchess County,2060598611,76906718,795.602,29.694,41.754825,-73.740014,Dutchess,New York,G36,G3600270,13483488.53,1694382.46,0,451307.01,483354.89,9594516.06,372.63229604752127,7.41647829324775e-8,0,3.708239146623875e-7,0,7.41647829324775e-8,3.708239146623875e-7
36039,1,0,100,NA,NA,0,1,0,0,0,0500000US36039,"Greene County, New York",70294,0500000US36039,"Greene County, New York",48067,*****,NA,NY,36039,974118,Greene County,1676140498,28201061,647.161,10.888,42.28697,-74.149542,Greene,New York,G36,G3600390,7894123.08,3680176.03,0,91595.79,113920.96,9727027.5,74.27363515415793,1.2667651490430018e-7,0,1.2667651490430018e-5,0,1.2667651490430018e-7,1.2667651490430018e-5
36043,1,0,350,NA,NA,0,1,0,0,0,0500000US36043,"Herkimer County, New York",68104,0500000US36043,"Herkimer County, New York",60293,*****,NA,NY,36043,974120,Herkimer County,3653400323,120358452,1410.586,46.471,43.571009,-74.841097,Herkimer,New York,G36,G3600430,17934604.97,11763455.57,0,108237.57,150441.05,14474811.88,42.74322870069602,5.575812802527538e-8,0,1.951534480884638e-5,0,5.575812802527538e-8,1.951534480884638e-5
36045,3,743,0,NA,NA,0,0,0,0,3,0500000US36045,"Jefferson County, New York",62782,0500000US36045,"Jefferson County, New York",117445,*****,NA,NY,36045,974121,Jefferson County,3283924240,1524538853,1267.93,588.628,43.996389,-76.052968,Jefferson,New York,G36,G3600450,88464425.1,3561859.87,0,142503.28,207259,20497741.03,92.62735324505296,0,8.422566045530589e-7,0,2.0859888572764094e-4,8.422566045530589e-7,2.0859888572764094e-4
36053,1,0,8,NA,NA,0,1,0,0,0,0500000US36053,"Madison County, New York",68869,0500000US36053,"Madison County, New York",68020,*****,NA,NY,36053,974125,Madison County,1696054034,16691322,654.85,6.445,42.910026,-75.663575,Madison,New York,G36,G3600530,18004722.25,3833528.84,0,128356.49,159296.77,14329564,103.87111552263877,5.5540984532543956e-8,0,4.4432787626035165e-7,0,5.5540984532543956e-8,4.4432787626035165e-7
36063,3,201,450,NA,NA,0,2,0,0,1,0500000US36063,"Niagara County, New York",65882,0500000US36063,"Niagara County, New York",212230,*****,NA,NY,36063,974130,Niagara County,1352876142,1598772310,522.348,617.289,43.272672,-78.812943,Niagara,New York,G36,G3600630,43765617.09,954162.9,0,376825.53,375039.74,8742976.01,406.3000145496872,4.569797327173937e-8,1.0480390717350255e-6,1.0282043986141358e-5,2.1065585341874013e-4,1.0937370450067649e-6,2.209378974048815e-4
36077,1,4,0,NA,NA,0,0,0,0,1,0500000US36077,"Otsego County, New York",65778,0500000US36077,"Otsego County, New York",59678,*****,NA,NY,36077,974137,Otsego County,2594488424,36312826,1001.738,14.02,42.629776,-75.028841,Otsego,New York,G36,G3600770,5787324.03,4874603.38,0,103770.3,126288.58,18340185.7,59.57445958923391,0,2.051448952960764e-7,0,8.205795811843056e-7,2.051448952960764e-7,8.205795811843056e-7
36085,1,0,0,1,NA,0,0,0,0,0,0500000US36085,"Richmond County, New York",96185,0500000US36085,"Richmond County, New York",492925,*****,NA,NY,36085,974141,Richmond County,148982679,117441532,57.523,45.344,40.561263,-74.1399,Richmond,New York,G36,G3600850,0,NA,0,334698.65,1242078.07,884846.07,8569.181023242876,NA,NA,NA,NA,NA,NA
36089,3,0,189,NA,NA,0,3,0,0,0,0500000US36089,"St. Lawrence County, New York",58339,0500000US36089,"St. Lawrence County, New York",108670,*****,NA,NY,36089,977309,St. Lawrence County,6939939685,366960962,2679.526,141.684,44.488112,-75.074311,St. Lawrence,New York,G36,G3600890,107342226.4,10513640.81,0,175562.28,272998.73,30859618.61,40.55568037033416,2.794799493743312e-8,0,1.7607236810582866e-6,0,2.794799493743312e-8,1.7607236810582866e-6
36093,1,0,5,NA,NA,0,1,0,0,0,0500000US36093,"Schenectady County, New York",75056,0500000US36093,"Schenectady County, New York",159447,*****,NA,NY,36093,974144,Schenectady County,530089711,12366944,204.669,4.775,42.817552,-74.043559,Schenectady,New York,G36,G3600930,4952523.86,407957.91,0,242112.54,200864.2,3574512.77,779.0481216012195,2.0191725032900697e-7,0,1.009586251645035e-6,0,2.0191725032900697e-7,1.009586251645035e-6
36095,1,0,5,NA,NA,0,1,0,0,0,0500000US36095,"Schoharie County, New York",71479,0500000US36095,"Schoharie County, New York",29970,*****,NA,NY,36095,974145,Schoharie County,1610503551,11676951,621.819,4.508,42.591294,-74.438172,Schoharie,New York,G36,G3600950,6757404.84,4307512.77,0,59176.98,79949.95,12316438.56,48.19730500354605,1.479858057461006e-7,0,7.39929028730503e-7,0,1.479858057461006e-7,7.39929028730503e-7
36099,1,0,125,NA,NA,0,1,0,0,0,0500000US36099,"Seneca County, New York",64050,0500000US36099,"Seneca County, New York",33651,*****,NA,NY,36099,974147,Seneca County,838372771,172818533,323.698,66.726,42.782294,-76.827088,Seneca,New York,G36,G3600990,25362004.03,1142337.7,0,65058.82,76553.16,7416210.94,103.95801024411644,3.942906084302834e-8,0,4.9286326053785425e-6,0,3.942906084302834e-8,4.9286326053785425e-6
36103,1,132,0,NA,NA,0,0,0,0,1,0500000US36103,"Suffolk County, New York",122498,0500000US36103,"Suffolk County, New York",1524486,*****,NA,NY,36103,974149,Suffolk County,2359306969,3787388317,910.934,1462.319,40.943554,-72.692218,Suffolk,New York,G36,G3601030,24100497.57,433581.15,0,2933135.75,2501464.19,14105064.19,1673.5416616352009,0,2.3063733282685373e-6,0,3.0444127933144694e-4,2.3063733282685373e-6,3.0444127933144694e-4
36109,2,16,0,NA,NA,0,1,0,0,1,0500000US36109,"Tompkins County, New York",69995,0500000US36109,"Tompkins County, New York",102555,*****,NA,NY,36109,974152,Tompkins County,1229321859,43780760,474.644,16.904,42.453006,-76.473483,Tompkins,New York,G36,G3601090,14695655.34,2176743.68,0,121943.17,143784.27,9605982.63,216.0671998381945,6.804732261773363e-8,4.5940181620281534e-7,0,7.350429059245045e-6,5.27449138820549e-7,7.350429059245045e-6
36119,1,0,75,NA,NA,0,1,0,0,0,0500000US36119,"Westchester County, New York",114651,0500000US36119,"Westchester County, New York",997904,*****,NA,NY,36119,974157,Westchester County,1115811940,179391718,430.817,69.264,41.152686,-73.745753,Westchester,New York,G36,G3601190,1534047.58,294555.89,0,1248426.36,3746076.96,4659853.18,2316.305995353015,6.518702633721439e-7,0,4.889026975291079e-5,0,6.518702633721439e-7,4.889026975291079e-5
36121,1,150,0,NA,NA,0,0,0,0,1,0500000US36121,"Wyoming County, New York",65066,0500000US36121,"Wyoming County, New York",40338,*****,NA,NY,36121,974158,Wyoming County,1535086366,9085228,592.7,3.508,42.701365,-78.228576,Wyoming,New York,G36,G3601210,31772522.42,2790585.18,0,82585.29,136236.01,11300064.86,68.05803948034418,0,3.58347778511459e-7,0,5.375216677671885e-5,3.58347778511459e-7,5.375216677671885e-5
37035,1,0,58,NA,NA,0,1,0,0,0,0500000US37035,"Catawba County, North Carolina",62070,0500000US37035,"Catawba County, North Carolina",161011,*****,NA,NC,37035,1008543,Catawba County,1039552776,37943182,401.374,14.65,35.661883,-81.214906,Catawba,North Carolina,G37,G3700350,23255706.09,440215.91,3049313.22,324345.77,506042.74,3676242.89,401.1495512913143,4.300019944051503e-8,0,2.4940115675498717e-6,0,4.300019944051503e-8,2.4940115675498717e-6
37131,1,0,5,NA,NA,0,1,0,0,0,0500000US37131,"Northampton County, North Carolina",45698,0500000US37131,"Northampton County, North Carolina",17528,*****,NA,NC,37131,1008575,Northampton County,1390073547,35850398,536.71,13.842,36.421774,-77.398352,Northampton,North Carolina,G37,G3701310,53420998.13,1328338.85,1949856.33,40839.28,71982.86,5161642.54,32.65823256507238,1.8719230920517434e-8,0,9.359615460258717e-8,0,1.8719230920517434e-8,9.359615460258717e-8
37141,1,0,230,NA,NA,0,1,0,0,0,0500000US37141,"Pender County, North Carolina",74538,0500000US37141,"Pender County, North Carolina",61592,*****,NA,NC,37141,1026129,Pender County,2256656680,162822100,871.3,62.866,34.512556,-77.888106,Pender,North Carolina,G37,G3701410,55107433.78,996413.42,0,108589.91,109606.8,6933050.08,70.68977390106737,1.814637212090481e-8,0,4.173665587808106e-6,0,1.814637212090481e-8,4.173665587808106e-6
37159,1,0,57.5,NA,NA,0,1,0,0,0,0500000US37159,"Rowan County, North Carolina",59717,0500000US37159,"Rowan County, North Carolina",147067,*****,NA,NC,37159,1008583,Rowan County,1325062503,31968204,511.61,12.343,35.641355,-80.521721,Rowan,North Carolina,G37,G3701590,46031292.89,1342279.83,9180405.86,285943.36,301116.22,5154526.94,287.4591974355466,2.1724351788025564e-8,0,1.24915022781147e-6,0,2.1724351788025564e-8,1.24915022781147e-6
37171,1,0,20,NA,NA,0,1,0,0,0,0500000US37171,"Surry County, North Carolina",52743,0500000US37171,"Surry County, North Carolina",71429,*****,NA,NC,37171,1008587,Surry County,1379541809,10392704,532.644,4.013,36.415416,-80.686463,Surry,North Carolina,G37,G3701710,16067767.7,1490860.87,0,144463.3,229226.58,4113183.28,134.1027027432957,6.223639889939409e-8,0,1.244727977987882e-6,0,6.223639889939409e-8,1.244727977987882e-6
37197,1,0,22,NA,NA,0,1,0,0,0,0500000US37197,"Yadkin County, North Carolina",57486,0500000US37197,"Yadkin County, North Carolina",37280,*****,NA,NC,37197,1008597,Yadkin County,867498039,7176192,334.943,2.771,36.158765,-80.665164,Yadkin,North Carolina,G37,G3701970,22888867.96,674541.02,0,84147.21,98413.5,2336701.84,111.30252013029083,4.368936033654327e-8,0,9.611659274039519e-7,0,4.368936033654327e-8,9.611659274039519e-7
38007,1,383,0,NA,NA,0,0,0,0,1,0500000US38007,"Billings County, North Dakota",74000,0500000US38007,"Billings County, North Dakota",839,100,NA,ND,38007,1035616,Billings County,2974571266,11986463,1148.488,4.628,47.007044,-103.364016,Billings,North Dakota,G38,G3800070,57033499.57,14660640.45,38393289.68,2342.2,6629.39,2299394.75,0.7305256998767075,0,6.820984413406033e-8,0,2.6124370303345105e-5,6.820984413406033e-8,2.6124370303345105e-5
38013,1,200,0,NA,NA,0,0,0,0,1,0500000US38013,"Burke County, North Dakota",94583,0500000US38013,"Burke County, North Dakota",2184,*****,NA,ND,38013,1034235,Burke County,2858360397,65734594,1103.619,25.38,48.786453,-102.520087,Burke,North Dakota,G38,G3800130,118193450.4,6739065.73,0,4839.41,9324.93,4605444.64,1.9789438202858054,0,1.483885215050425e-7,0,2.96777043010085e-5,1.483885215050425e-7,2.96777043010085e-5
38015,1,140,0,NA,NA,0,0,0,0,1,0500000US38015,"Burleigh County, North Dakota",82141,0500000US38015,"Burleigh County, North Dakota",98443,*****,NA,ND,38015,1035614,Burleigh County,4228659157,92691314,1632.694,35.788,46.978829,-100.469533,Burleigh,North Dakota,G38,G3800150,173407531.5,13328915.91,0,157657.7,73577.51,12682627.92,60.2948256072479,0,7.502485624129052e-8,0,1.0503479873780672e-5,7.502485624129052e-8,1.0503479873780672e-5
38055,1,1100,0,NA,NA,0,0,0,0,1,0500000US38055,"McLean County, North Dakota",80556,0500000US38055,"McLean County, North Dakota",9781,*****,NA,ND,38055,1034232,McLean County,5465578831,563811097,2110.272,217.689,47.653206,-101.421914,McLean,North Dakota,G38,G3800550,217672008.3,18936494.53,0,23109.08,28381.92,10819351.67,4.634947532829892,0,5.280808432710486e-8,0,5.808889275981535e-5,5.280808432710486e-8,5.808889275981535e-5
38057,1,152,0,NA,NA,0,0,0,0,1,0500000US38057,"Mercer County, North Dakota",82155,0500000US38057,"Mercer County, North Dakota",8366,*****,NA,ND,38057,1034233,Mercer County,2700790016,180823535,1042.781,69.816,47.307147,-101.833328,Mercer,North Dakota,G38,G3800570,85590149.55,9789065.51,0,21223.84,20364.03,5580190.76,8.022777553484385,0,1.0215479700063831e-7,0,1.5527529144097024e-5,1.0215479700063831e-7,1.5527529144097024e-5
38089,1,150,0,NA,NA,0,0,0,0,1,0500000US38089,"Stark County, North Dakota",78734,0500000US38089,"Stark County, North Dakota",32989,*****,NA,ND,38089,1035618,Stark County,3457408928,14023939,1334.913,5.415,46.817031,-102.662026,Stark,North Dakota,G38,G3800890,138887709.5,18852329.49,127033328.7,68010.01,63135.66,10069207.6,24.71247189891776,0,5.3043842700205216e-8,0,7.956576405030783e-6,5.3043842700205216e-8,7.956576405030783e-6
39003,1,0,300,NA,NA,0,1,0,0,0,0500000US39003,"Allen County, Ohio",58976,0500000US39003,"Allen County, Ohio",102087,*****,NA,OH,39003,1074015,Allen County,1042587391,11152061,402.545,4.306,40.771627,-84.106103,Allen,Ohio,G39,G3900030,44344897.78,2038092.26,0,237541.86,784482.63,11496914.15,253.6039449005701,2.2550508628097688e-8,0,6.765152588429306e-6,0,2.2550508628097688e-8,6.765152588429306e-6
39027,1,0,300,NA,NA,0,1,0,0,0,0500000US39027,"Clinton County, Ohio",64210,0500000US39027,"Clinton County, Ohio",42077,*****,NA,OH,39027,1074026,Clinton County,1058609497,9329331,408.731,3.602,39.416681,-83.804583,Clinton,Ohio,G39,G3900270,49204449.6,3545957.63,0,99411.88,166425.98,7172876.58,102.9454580151738,2.032336522670909e-8,0,6.097009568012727e-6,0,2.032336522670909e-8,6.097009568012727e-6
39029,1,0,145,NA,NA,0,1,0,0,0,0500000US39029,"Columbiana County, Ohio",55473,0500000US39029,"Columbiana County, Ohio",101723,*****,NA,OH,39029,1074027,Columbiana County,1377658468,7277033,531.917,2.81,40.770073,-80.778455,Columbiana,Ohio,G39,G3900290,20215182.42,2727592.63,0,228739.38,365045.64,9168182.82,191.23848269560852,4.9467770274021593e-8,0,7.1728266897331315e-6,0,4.9467770274021593e-8,7.1728266897331315e-6
39033,1,300,0,NA,NA,0,0,0,0,1,0500000US39033,"Crawford County, Ohio",52486,0500000US39033,"Crawford County, Ohio",41861,*****,NA,OH,39033,1074029,Crawford County,1040619655,2359514,401.786,0.911,40.848524,-82.924783,Crawford,Ohio,G39,G3900330,46174618.05,3348410.5,0,102434.98,329894.74,9531446.07,104.18730368902848,0,2.9864916502919816e-7,0,8.959474950875946e-5,2.9864916502919816e-7,8.959474950875946e-5
39035,1,7,0,NA,NA,0,0,0,0,1,0500000US39035,"Cuyahoga County, Ohio",60074,0500000US39035,"Cuyahoga County, Ohio",1256620,*****,NA,OH,39035,1074030,Cuyahoga County,1184173024,2041731514,457.212,788.317,41.555037,-81.604957,Cuyahoga,Ohio,G39,G3900350,3492741.45,41765.55,0,2231334.33,2874877.1,6256501.61,2748.4405483670594,0,2.3943178049852088e-5,0,1.6760224634896462e-4,2.3943178049852088e-5,1.6760224634896462e-4
39039,1,0,68,NA,NA,0,1,0,0,0,0500000US39039,"Defiance County, Ohio",69302,0500000US39039,"Defiance County, Ohio",38300,*****,NA,OH,39039,1074032,Defiance County,1065623073,7100811,411.439,2.742,41.321679,-84.486433,Defiance,Ohio,G39,G3900390,47030678.69,1973421,0,99922.91,194891.82,9084575.54,93.08791825762749,2.1262716759658993e-8,0,1.4458647396568115e-6,0,2.1262716759658993e-8,1.4458647396568115e-6
39043,1,300,0,NA,NA,0,0,0,0,1,0500000US39043,"Erie County, Ohio",65171,0500000US39043,"Erie County, Ohio",75299,*****,NA,OH,39043,1074034,Erie County,650833151,969939816,251.288,374.496,41.394143,-82.586835,Erie,Ohio,G39,G3900430,24582698.41,1331253.34,0,173316.4,184040.29,6144733.82,299.6521919072936,0,7.511718242900333e-7,0,2.2535154728700997e-4,7.511718242900333e-7,2.2535154728700997e-4
39057,1,0,175,NA,NA,0,1,0,0,0,0500000US39057,"Greene County, Ohio",81243,0500000US39057,"Greene County, Ohio",167567,*****,NA,OH,39057,1074041,Greene County,1071302627,6798109,413.632,2.625,39.687479,-83.894894,Greene,Ohio,G39,G3900570,40177518.27,1710177.87,0,399662.96,335268.39,7370913.24,405.1113066687297,2.4889541292217796e-8,0,4.355669726138114e-6,0,2.4889541292217796e-8,4.355669726138114e-6
39063,3,0,250,NA,NA,0,2,0,0,1,0500000US39063,"Hancock County, Ohio",67006,0500000US39063,"Hancock County, Ohio",75072,*****,NA,OH,39063,1074044,Hancock County,1376122055,6024245,531.324,2.326,41.000217,-83.665947,Hancock,Ohio,G39,G3900630,60063024.56,3952600.81,0,187724.34,463261.67,12666223.24,141.2923188111209,3.3298356428955695e-8,2.529979747689218e-7,4.162294553619462e-6,0,2.862963311978775e-7,4.162294553619462e-6
